"Data","Precipitacao","Umidade","Radiacao","Temperatura_Maxima","Temperatura_Minima","Velocidade_do_Vento","Evatotranspiracao"
"1997-06-11",0.39,78.51,21.55,32.09,22.88,0.59,4.22
"1997-06-12",0.14,77.29,21.56,31.81,23.47,1.36,4.71
"1997-06-13",2.6,77.35,20.21,32.47,23.34,1.29,4.48
"1997-06-14",0.21,80.31,20.37,32.12,23.44,1.14,4.29
"1997-06-15",0,74.02,16.26,32.22,22.8,0.86,3.48
"1997-06-16",0,75.68,18.15,32.22,23.5,0.61,3.79
"1997-06-17",0.09,77.19,16.8,32.25,23.75,0.77,3.62
"1997-06-18",0.14,74.68,21.64,32.25,23.7,0.75,4.48
"1997-06-19",0.44,74.96,19.34,32.81,22.72,1.08,4.31
"1997-06-20",2.77,73.9,21.27,32.44,23.3,1.06,4.45
"1997-06-21",0.84,77.42,21.61,32.5,22.64,0.68,4.36
"1997-06-22",0.27,85.5,14.99,31.77,23.39,0.65,3.11
"1997-06-23",1.38,80.49,18.92,32.69,22.98,0.81,3.9
"1997-06-24",5.77,78.97,19.08,32.41,23.5,0.98,4.1
"1997-06-25",3.46,78.09,21.55,32.19,23.78,1.02,4.5
"1997-06-26",0,75.99,21.47,32.62,23.25,0.62,4.41
"1997-06-27",0,74.92,21.39,32.72,23.41,0.56,4.36
"1997-06-28",13.55,79.27,11.92,31.62,23.41,0.56,2.58
"1997-06-29",4.48,81.61,12.73,31,21.81,0.74,2.8
"1997-06-30",1.43,77.46,20.61,32.22,22.72,1.19,4.51
"1997-07-01",0,75.38,22.09,32.47,22.81,0.82,4.62
"1997-07-02",1.06,78.39,20.84,32.31,22.2,0.76,4.28
"1997-07-03",0.07,80.12,17.34,32.38,22.12,1.25,3.83
"1997-07-04",1.59,82.58,14.72,31.09,22.48,1.14,3.31
"1997-07-05",0.05,84.65,20.13,32.25,22.95,0.68,4.16
"1997-07-06",0.19,78.48,20.88,33.03,23.06,0.85,4.64
"1997-07-07",0,78.66,21.58,32.94,22.81,0.7,4.46
"1997-07-08",0,74.04,21.45,33.06,23.27,0.83,4.49
"1997-07-09",0,72.83,20.58,32.5,22.73,0.76,4.27
"1997-07-10",0.02,73.89,19.93,33.22,23.14,0.67,4.11
"1997-07-11",0.09,73.72,21.61,32.97,23.28,1.01,4.63
"1997-07-12",0,72.58,22.03,33.09,22.27,0.75,4.43
"1997-07-13",0,71.87,21.74,33.25,22.5,0.85,4.42
"1997-07-14",0,73.43,19.28,33.31,22.94,0.85,4.32
"1997-07-15",0,75.3,17.15,32.25,22.5,0.64,3.56
"1997-07-16",1.19,77.56,18.41,32.62,23.12,0.6,3.77
"1997-07-17",0,75.28,22.02,33.41,22.81,0.57,4.55
"1997-07-18",0,76.79,19.88,34.06,23.52,0.65,4.33
"1997-07-19",0,74.16,21.08,33.44,23.14,0.88,4.67
"1997-07-20",0,70.15,20.07,33.06,22.86,1.3,4.98
"1997-07-21",0,73.13,21.34,33.34,23.61,0.99,4.86
"1997-07-22",0.03,76.61,21.44,33.41,23.31,1.2,4.68
"1997-07-23",0.04,75.23,20.01,33.62,23.58,1.13,4.32
"1997-07-24",2.42,75.42,21.5,33.5,23.48,1.42,4.81
"1997-07-25",0,78.18,21,33.78,23.73,0.88,4.61
"1997-07-26",0,79.3,22.16,33.75,23.72,1.31,4.97
"1997-07-27",0,74.74,21.85,33.81,23.97,1.39,4.87
"1997-07-28",2.91,72.44,19.44,33.62,23.94,0.87,4.46
"1997-07-29",0.34,80.73,12.55,31.72,23.91,0.56,2.8
"1997-07-30",4.54,74.08,21.26,33.94,23.33,0.64,4.44
"1997-07-31",0.17,72.58,21.91,33.81,23.97,0.92,4.78
"1997-08-01",0,70.93,22.33,34.12,23.95,0.93,4.89
"1997-08-02",0,73.98,22.23,33.97,23.89,0.56,4.66
"1997-08-03",1.83,72.55,22.51,34.06,23.53,0.91,5.08
"1997-08-04",0,71.36,21.19,34.09,23.91,1.31,5.04
"1997-08-05",1.19,76.89,20.01,32.84,23.81,0.8,4.49
"1997-08-06",0,71.79,22.39,33.53,23.47,0.83,5.01
"1997-08-07",2.02,76.95,19.34,32.69,23.19,1.18,4.34
"1997-08-08",13.98,80.63,10.75,30.31,22.36,0.89,2.39
"1997-08-09",12.54,80.39,13.81,29.83,21.75,1.01,2.98
"1997-08-10",4.18,84.86,10.86,28.72,22.12,0.96,2.41
"1997-08-11",13.37,90.58,9.96,29.28,21.42,1.03,2.19
"1997-08-12",6.39,79.75,11.73,31.12,21.88,0.62,2.67
"1997-08-13",8.5,88.94,11.48,30.02,21.66,0.74,2.52
"1997-08-14",5.35,82.08,20.41,32.03,22.17,0.83,4.2
"1997-08-15",0.08,82.28,15.05,32.81,22.56,1.18,3.23
"1997-08-16",0,78.48,22.98,32.88,23.02,1.09,4.82
"1997-08-17",2.46,79.3,22.11,32.97,23.09,1.06,4.68
"1997-08-18",1.18,75.42,22.16,32.75,23.16,0.84,4.78
"1997-08-19",0.02,69.17,22.65,33.34,23.33,0.99,5.08
"1997-08-20",0.77,70.48,21.18,33.62,22.55,0.85,4.86
"1997-08-21",0,72.71,22.67,34.19,21.95,0.62,4.83
"1997-08-22",0.15,74.57,19.46,34.22,23.7,0.48,4.32
"1997-08-23",0.58,75.49,17.38,33.78,23.94,0.61,3.99
"1997-08-24",0.48,80.96,11.46,32.75,23.19,0.9,2.85
"1997-08-25",1.24,77.35,17.1,32.94,22.83,0.58,3.82
"1997-08-26",0,71.41,22,34.03,23.44,0.88,5.1
"1997-08-27",0,70.94,21.83,33.88,24.89,0.83,5.18
"1997-08-28",0,70.54,20.79,34.25,24.17,0.62,4.67
"1997-08-29",0,70.64,21.29,34.88,23.66,0.78,4.67
"1997-08-30",0.59,80.89,12.99,31.77,23.61,0.5,3.01
"1997-08-31",0.89,77.83,15.51,32.84,23.44,0.53,3.51
"1997-09-01",0.31,77.06,19.04,33.81,24.11,1.26,4.35
"1997-09-02",0.12,76.13,21.74,34.28,24.03,0.97,4.79
"1997-09-03",0.72,73.94,22.65,34.97,23.94,1.01,5.08
"1997-09-04",0,77.45,14.51,33.62,24.16,0.65,3.17
"1997-09-05",0.76,80.82,16.14,33.03,24.33,1.17,3.86
"1997-09-06",0.01,72.79,21.95,34.69,23.94,1.18,4.96
"1997-09-07",0,72.08,21.02,35.06,24.02,1.26,5.1
"1997-09-08",4.48,70.77,19.88,35.5,24.14,0.74,4.77
"1997-09-09",0.78,77.02,15.73,33.47,24.3,0.71,3.78
"1997-09-10",0,69.28,17.72,34.03,24.19,1.22,4.53
"1997-09-11",0,68.1,18.37,33.97,23.55,1.06,4.45
"1997-09-12",0.18,69.91,24.17,34.91,23.3,1.07,5.58
"1997-09-13",0.65,71.06,23.02,36,23.39,1.41,5.64
"1997-09-14",0.09,73.41,23.29,35.12,24.3,1.1,5.42
"1997-09-15",0,64.82,22.94,35.81,23.84,1.3,5.52
"1997-09-16",0,61.04,23.83,36.41,22.91,0.89,5.41
"1997-09-17",0,65.88,17.07,35.72,23.33,0.74,3.99
"1997-09-18",0.28,67.94,17.36,35.94,23.78,1.2,4.29
"1997-09-19",0.36,72.78,14.34,33.81,23.84,1.58,3.97
"1997-09-20",0,68.82,20.26,35.16,23.8,1,4.79
"1997-09-21",0,68.97,20.55,35.28,23.7,1.15,4.88
"1997-09-22",0.12,66.84,16.86,35.59,23.83,0.67,3.93
"1997-09-23",0,68.28,20.54,35.97,24.75,1.3,5.38
"1997-09-24",0.11,67.06,19.39,35.44,24.39,0.9,4.69
"1997-09-25",0.12,62,18.26,35.81,23.64,1,4.74
"1997-09-26",0,63.17,21.74,35.94,23.62,1.27,5.62
"1997-09-27",0,64.79,20.95,35.91,23.5,0.66,4.9
"1997-09-28",1.33,70.45,12.7,34.97,24.28,0.68,3.12
"1997-09-29",2.03,77.21,10.38,33.12,23.78,1.01,2.56
"1997-09-30",0.45,74.31,19.08,34.28,23.06,0.69,4.21
"1997-10-01",0,71.63,17.02,35.34,23.81,0.58,3.99
"1997-10-02",0,67.03,19.62,35.78,24.12,0.5,4.39
"1997-10-03",0,62.22,19.26,37.06,24.41,0.61,4.63
"1997-10-04",3.73,68.4,12.82,36.22,24.48,1.13,4.33
"1997-10-05",9.35,83,11.81,32.31,24.12,1.13,2.9
"1997-10-06",1,71.87,20.56,34.03,22.73,0.75,4.49
"1997-10-07",3.71,66.05,17.98,35.72,23.19,0.71,4.19
"1997-10-08",0.45,73.51,16.59,33.66,22.91,0.59,3.66
"1997-10-09",0.03,81.87,19.18,33.81,24.14,1.05,4.39
"1997-10-10",6.99,77.36,16.94,35.12,23.41,0.56,3.81
"1997-10-11",0.07,75.43,21.6,35.16,24.31,0.52,4.73
"1997-10-12",0,69.68,22.9,36.25,24.39,0.98,5.47
"1997-10-13",0,72.68,22.37,36.78,25.02,1.07,5.4
"1997-10-14",0,72.19,21.92,37.16,24.92,1.34,5.44
"1997-10-15",0,72.29,20.13,37.41,25.11,1.12,4.82
"1997-10-16",0.23,73.72,21.52,37.53,24.8,1.18,5.37
"1997-10-17",0.17,77.16,16.74,36.47,24.89,1.14,4.31
"1997-10-18",0,75.17,11.93,34.97,25.05,1.41,3.17
"1997-10-19",0.12,87.5,9.78,30.59,23.31,0.77,2.28
"1997-10-20",16.2,80.16,16.77,34.62,22.83,0.53,3.78
"1997-10-21",0.85,77.54,22.9,36.53,23.62,0.61,5.09
"1997-10-22",0.48,76.57,17.14,34.56,24.53,1.38,4.33
"1997-10-23",1.31,77.17,18.51,33.62,23.53,1.09,4.37
"1997-10-24",2.56,79.81,20.75,34.5,23.67,0.57,4.56
"1997-10-25",0,72.86,22.24,36.25,24.28,0.57,5
"1997-10-26",0,72.51,21.14,37.22,25.11,0.9,5.07
"1997-10-27",0.16,72.14,19.32,36.84,24.83,0.94,4.85
"1997-10-28",0.76,73.84,17.82,36.66,24.7,0.71,4.35
"1997-10-29",0,74.03,15.19,36,24.38,0.88,3.65
"1997-10-30",1,75.84,13.09,35.66,24.95,1.02,3.41
"1997-10-31",0,80.33,12.07,35.81,23.83,0.62,2.87
"1997-11-01",0.76,77.3,11.79,35,24.31,1.31,3.28
"1997-11-02",13.01,78.5,16.18,33.94,24.25,0.9,3.81
"1997-11-03",0.9,74.41,12.01,35.25,24.02,0.66,2.85
"1997-11-04",5.53,77.49,13.59,35.75,24.56,0.88,3.31
"1997-11-05",12.97,83.9,9.77,31.2,24.22,0.81,2.43
"1997-11-06",0.5,77.03,20.27,34.88,23.64,0.83,4.55
"1997-11-07",0.18,72.8,19.56,35.56,24.73,0.9,4.62
"1997-11-08",0,73.92,14.86,36.03,24.91,0.77,3.42
"1997-11-09",3.04,70.61,12.96,33.78,24.84,1.28,3.61
"1997-11-10",3.88,78.58,12.51,33.53,23.84,1.06,3.15
"1997-11-11",10.27,85.67,12.19,31.8,23.94,1.18,2.92
"1997-11-12",19.3,77.85,14.91,32.66,22.69,1.23,3.5
"1997-11-13",9.41,78.04,16.75,34.72,23.39,1.12,3.9
"1997-11-14",8.03,84.3,10.78,29.88,22.83,1.24,2.68
"1997-11-15",11.01,80.72,11.94,30.62,23.31,0.84,2.75
"1997-11-16",0,77.75,13.73,32.91,23.75,0.94,3.21
"1997-11-17",2.81,78.88,14.63,32.72,23.42,1.01,3.27
"1997-11-18",3.42,83.22,15.85,34.31,23.44,1.15,3.6
"1997-11-19",18.3,88.96,10.73,29.72,23.02,1.19,2.5
"1997-11-20",17.39,83.24,13.97,32.25,22.27,0.85,2.97
"1997-11-21",0,72.47,17.84,34.53,23.42,1.14,4.24
"1997-11-22",1.15,72.82,17.3,34.47,24.78,1.35,4.41
"1997-11-23",0,73.43,16.46,34.12,24.69,1.34,4.27
"1997-11-24",1.73,73.07,14.08,33.88,24.55,0.98,3.58
"1997-11-25",0.15,82.46,10.75,32.97,24.03,0.96,2.71
"1997-11-26",2.08,88.26,9.87,29.38,24.31,1.2,2.3
"1997-11-27",5.94,83.69,13.44,32.47,23.88,1.1,3.24
"1997-11-28",25.83,91.72,9.47,27.55,22.81,0.6,2.04
"1997-11-29",4.91,85.45,17.04,31.12,22.62,0.73,3.6
"1997-11-30",0,80.86,17.98,32.38,23.47,0.83,3.93
"1997-12-01",0.37,75.52,24.22,34.69,23.95,1.37,5.49
"1997-12-02",0.26,80.44,17.51,33.5,24.8,0.66,4
"1997-12-03",0.44,74.04,23.77,34.81,24.86,1.13,5.28
"1997-12-04",1.24,78.79,17.69,33.38,23.89,1.27,4.17
"1997-12-05",0.24,82.28,13.9,32.22,23.91,0.82,3.02
"1997-12-06",0.13,78.75,21.44,34.28,24.03,1.04,4.74
"1997-12-07",0,73.25,15.08,34.97,24.48,0.98,3.41
"1997-12-08",0,70.69,20.34,34.41,24.33,1.12,4.8
"1997-12-09",1.93,72.1,20.98,34.78,24.41,0.99,4.84
"1997-12-10",10.34,79.39,15.67,32.75,24.02,0.86,3.63
"1997-12-11",12.4,85.89,11.09,29.42,23.53,0.31,2.46
"1997-12-12",2.59,87.54,9.51,29,24.61,0.91,2.21
"1997-12-13",0,79.61,12.62,31.61,23.39,1.62,3.15
"1997-12-14",0.3,83.21,15.43,33,24.31,0.65,3.41
"1997-12-15",0.49,78.03,21.56,33.91,24.41,0.75,4.72
"1997-12-16",0.24,80.58,18.67,33.38,24.72,0.96,4.31
"1997-12-17",0.59,86.86,11.63,31.19,24.27,1.11,2.78
"1997-12-18",27.33,90.75,9.99,28.92,23.09,0.75,2.3
"1997-12-19",0.96,84.21,10.26,30.38,23.3,0.86,2.45
"1997-12-20",0.73,80.78,20.11,32.38,22.97,1.22,4.25
"1997-12-21",0,79.31,21.86,32.84,23.88,1.07,4.82
"1997-12-22",0.22,79.39,17.49,32.94,24.5,1.15,4.13
"1997-12-23",6.97,79.57,19.62,32.5,23.67,1.05,4.37
"1997-12-24",2.61,79.51,16.43,33.06,23.48,1.42,3.97
"1997-12-25",2.08,82.93,13.63,31.31,24.58,1.01,3.21
"1997-12-26",4.3,84.74,12.52,29.78,24.12,1.1,2.91
"1997-12-27",28.52,87.64,9.72,29.05,23.06,1.29,2.24
"1997-12-28",13.56,83.13,17.38,31.92,22.78,0.72,3.72
"1997-12-29",6.5,86.51,9.99,28.91,23.83,0.89,2.42
"1997-12-30",5.58,84.24,16.92,32.5,23.84,1.19,3.8
"1997-12-31",15.61,89.76,9.83,28.89,23.47,0.83,2.25
"1998-01-01",12.51,92.49,9.92,27.42,23.2,0.81,2.13
"1998-01-02",18.64,90.71,10.96,29.42,22.97,0.38,2.37
"1998-01-03",8.8,90.92,11.11,29.28,23.02,0.78,2.42
"1998-01-04",21.27,84.52,15.93,31.44,22.81,0.64,3.39
"1998-01-05",44.94,91.67,9.59,27.53,22.62,0.52,2.07
"1998-01-06",5.4,86.66,18.95,32.5,23.16,0.34,4.04
"1998-01-07",0.21,80.01,20.7,33.47,23.39,0.31,4.4
"1998-01-08",5.12,82.06,15.19,32.59,23.81,0.66,3.31
"1998-01-09",11.8,89.85,10.48,31.34,23.2,0.62,2.35
"1998-01-10",6.46,79.78,17.35,32.53,22.61,0.58,3.81
"1998-01-11",2.34,82.65,15.67,32.34,23.44,0.48,3.35
"1998-01-12",0.06,80.01,21.81,33.53,23.42,0.38,4.59
"1998-01-13",3.4,85.43,18.24,32.09,23.67,0.3,3.91
"1998-01-14",3.24,87.07,12.14,30.44,23.7,0.43,2.64
"1998-01-15",7.74,91.45,11.39,28.75,23.17,0.41,2.38
"1998-01-16",7.23,88.56,17.12,31.47,22.95,0.55,3.68
"1998-01-17",6.32,86.08,13.54,31.2,23.39,1.13,3.01
"1998-01-18",15.8,88.68,12.71,30.48,23.77,0.63,2.84
"1998-01-19",6.05,88.86,11.76,29.81,22.39,0.58,2.61
"1998-01-20",20.12,82.81,16.71,30.92,22.91,0.63,3.53
"1998-01-21",9.95,87.79,12.65,29.88,23.28,1.31,2.78
"1998-01-22",9.55,87.58,13.92,30.91,23.22,1.1,3.04
"1998-01-23",1.04,81.17,15.72,32.12,23.33,0.96,3.52
"1998-01-24",0.22,77.79,17.17,33.41,23.25,0.93,3.89
"1998-01-25",0.02,79.89,13.82,32,24.08,1.2,3.42
"1998-01-26",1.01,81.16,13.48,31.78,23.98,1.2,3.37
"1998-01-27",0.52,84.38,13.93,31.14,23.5,1.03,3.22
"1998-01-28",1.53,83.14,16.04,31.75,23.75,0.99,3.69
"1998-01-29",5.58,78.62,23,32.91,23.47,0.74,4.95
"1998-01-30",2.16,80.1,17.76,32.72,24.52,1.1,3.94
"1998-01-31",0.51,84.93,16.53,32.28,24.34,1.41,3.82
"1998-02-01",0.37,75.89,24.2,33.66,23.92,1.23,5.31
"1998-02-02",1.27,76.11,25.78,34.28,23.66,0.92,5.5
"1998-02-03",16.5,87.1,12.31,31.45,24.92,0.81,2.74
"1998-02-04",35.16,87.99,15.89,31.67,24.56,0.65,3.48
"1998-02-05",6.91,87.91,12.41,31.83,24.62,0.67,2.75
"1998-02-06",12.65,86.11,16.88,34,24.77,0.72,3.78
"1998-02-07",19.95,83.7,13.23,31.86,23.95,0.48,2.96
"1998-02-08",4.19,90.17,11.1,30.64,24.39,0.6,2.41
"1998-02-09",2.78,78.44,20.12,33.66,23.05,0.92,4.52
"1998-02-10",1.08,79.68,21.21,33.84,24.52,0.93,4.72
"1998-02-11",5.01,85.49,13.6,31.66,24.53,0.86,3.16
"1998-02-12",3.78,82.52,19.71,32.56,23.95,1.16,4.28
"1998-02-13",7.24,86.27,12.49,30.41,23,0.8,2.78
"1998-02-14",13.79,85.93,13.21,30.8,23.56,0.82,2.92
"1998-02-15",4.53,78.66,21.17,33.22,23.31,0.78,4.56
"1998-02-16",4.89,79.62,22.21,34,24.02,1.14,4.9
"1998-02-17",0.4,77.31,23.55,33.72,24.36,1.32,5.42
"1998-02-18",1.39,76.93,21.23,32.84,24.28,1.58,4.92
"1998-02-19",0.12,74.79,24.46,33.41,23.42,1.3,5.32
"1998-02-20",1.89,86.33,11.23,30.83,24.08,1.35,2.71
"1998-02-21",10.23,91.86,10.05,29.67,22.64,1.68,2.24
"1998-02-22",6.25,83.65,14.4,32.19,22.61,1.4,3.47
"1998-02-23",7.12,89.22,11.99,29.58,23.38,1.22,2.67
"1998-02-24",10.17,87.24,12.13,31.8,23.38,0.56,2.76
"1998-02-25",5.27,90.04,10.06,30.12,23.62,0.9,2.26
"1998-02-26",3.32,86.1,13.81,31.12,23.69,0.87,3.02
"1998-02-27",1.91,84.62,14.16,32.41,24.17,1.07,3.3
"1998-02-28",1.29,85.72,10.8,31.61,24.17,0.96,2.46
"1998-03-01",2.49,87.63,11.55,29.19,23.75,1.07,2.67
"1998-03-02",1.92,85.72,15.98,32.25,23.88,0.91,3.55
"1998-03-03",11.61,88.23,10.54,29.14,23.64,0.71,2.28
"1998-03-04",10.24,91.63,11.69,29.83,23.39,0.95,2.63
"1998-03-05",17.61,85,16.9,31.81,23.45,1.17,3.8
"1998-03-06",2.65,84.3,14.77,31.23,23.12,1.33,3.42
"1998-03-07",0.43,76.09,18.97,32.19,24.03,0.98,4.16
"1998-03-08",2.09,91.87,10.76,29.95,23.31,0.82,2.31
"1998-03-09",7.02,86,15.08,31.83,22.98,1.11,3.5
"1998-03-10",3.56,84.3,18.85,32.47,23.47,1.34,4.19
"1998-03-11",1.18,86.18,17,31.53,23.8,1.07,3.71
"1998-03-12",1.06,84.07,20.71,32.31,24.03,0.99,4.48
"1998-03-13",6.27,84.34,18.99,33.25,23.81,1.25,4.26
"1998-03-14",10.69,87.33,13.85,30.73,23.98,1.06,3.16
"1998-03-15",6.77,84.01,16.54,32.59,23.67,1.19,3.89
"1998-03-16",9.27,92.4,10.07,28.5,22.67,0.87,2.26
"1998-03-17",1.24,87.28,16.18,31.77,23.33,1.15,3.59
"1998-03-18",11.3,90.02,13.09,30.86,23.23,0.93,2.76
"1998-03-19",6.21,87.05,12.08,30.08,22.95,1.02,2.79
"1998-03-20",12.84,89.13,10.87,29.86,22.95,1.27,2.46
"1998-03-21",10.46,87.44,14.33,30.72,23.47,1.38,3.09
"1998-03-22",12.77,89.9,10.71,31.84,23.33,1.27,2.52
"1998-03-23",2.36,85.71,18.5,32.06,23.5,0.97,4.04
"1998-03-24",5.93,87.61,14.55,31.42,23.48,0.88,3.27
"1998-03-25",2.78,90.99,13.26,31.48,23.41,0.77,2.94
"1998-03-26",15.77,87.26,16.6,31.38,24.06,0.86,3.54
"1998-03-27",0.68,83.35,22.08,32.44,23.3,1.03,4.72
"1998-03-28",1.46,86.9,19.71,31.81,23.92,1.2,4.32
"1998-03-29",3.4,80.8,19.21,33.62,23.95,0.43,4.05
"1998-03-30",3.32,86.2,16.57,32.03,24.36,0.92,3.6
"1998-03-31",3.35,86.06,14.4,31.16,24.5,1.06,3.3
"1998-04-01",8.15,80.08,21.6,33.44,24.09,1.01,4.84
"1998-04-02",6.93,88.85,11.96,30.25,24.23,0.76,2.73
"1998-04-03",2.77,90.18,13.03,32.22,24,1.07,2.89
"1998-04-04",18.92,92.49,10.04,28.88,23.83,1.12,2.2
"1998-04-05",18.86,90.22,9.35,29.31,23.75,0.77,2.19
"1998-04-06",8.02,85.3,18.75,32.72,23.52,0.83,4.05
"1998-04-07",1.34,84.91,12.62,33.34,23.53,0.89,2.59
"1998-04-08",6.31,83.94,18.69,33.62,23.5,0.99,4.45
"1998-04-09",9.34,83.61,15.68,33.31,24.22,0.71,3.24
"1998-04-10",25.05,93.08,9.39,28.61,23.45,0.71,2.07
"1998-04-11",10.5,92.35,10.4,29.23,22.81,0.66,2.22
"1998-04-12",5.42,90.42,10.7,29.52,22.44,1.07,2.3
"1998-04-13",11.38,89.57,10.71,31.11,23.09,0.6,2.48
"1998-04-14",5.11,89.92,14.69,31.86,24.02,0.88,3
"1998-04-15",18.31,93.04,9.62,29.94,23.56,0.83,2.11
"1998-04-16",9.48,86.33,11.35,31.69,23.91,1.02,2.61
"1998-04-17",7.21,89.4,11.09,32.03,24.23,1.08,2.46
"1998-04-18",8.27,87.22,11.32,31.86,24.53,1.02,2.66
"1998-04-19",12.09,93.72,9.48,29.02,23.62,0.98,2.07
"1998-04-20",10.13,89.44,10.34,29.3,23.27,0.77,2.28
"1998-04-21",14.39,91.15,11.49,30.22,23.95,0.88,2.39
"1998-04-22",15.62,92.03,9.68,28.67,23.2,0.58,2.1
"1998-04-23",3.95,86.41,14.45,32.72,23.17,0.76,3.05
"1998-04-24",3.64,82.18,14.56,33.56,24.17,1.22,3.27
"1998-04-25",12.26,91.02,9.07,29.5,23.44,0.81,2.16
"1998-04-26",28.81,87.44,11.28,30.66,23.59,0.87,2.49
"1998-04-27",13.34,84.68,12.68,32.12,23.97,0.69,2.76
"1998-04-28",1.92,86.58,12.49,33.16,24.22,0.94,2.76
"1998-04-29",0.83,84.45,14.17,33.25,24,1.08,3.1
"1998-04-30",7.18,89.38,9.22,30.75,24.08,0.73,2.19
"1998-05-01",14.7,93.87,8.78,28.8,23.81,0.57,1.96
"1998-05-02",8.25,90.86,9.9,29.88,23.28,0.46,2.11
"1998-05-03",10.16,92.76,9.58,29.72,23.45,0.48,2.11
"1998-05-04",10.64,86.77,12.04,31.98,23.62,0.96,2.7
"1998-05-05",15.88,89.19,10.29,29.41,23.41,0.87,2.27
"1998-05-06",21.89,87.12,14.51,30.44,22.91,1.03,3.21
"1998-05-07",9.53,84.96,20.48,31.91,23.31,1.05,4.26
"1998-05-08",14.12,86.19,13.79,31.94,23.61,0.89,3.17
"1998-05-09",4.04,88.43,14.43,31.81,23.38,0.87,3.21
"1998-05-10",6.19,84.61,21.28,31.36,23.52,0.99,4.28
"1998-05-11",3.46,85.94,17.61,32.28,23.77,1.12,3.76
"1998-05-12",7.52,87.7,12.1,30.69,23.59,0.84,2.55
"1998-05-13",2.22,85.88,18.77,32.22,23.81,0.57,3.96
"1998-05-14",7.39,88.51,15.86,32.22,23.56,0.66,3.3
"1998-05-15",3.75,88.29,15.58,32,23.83,0.45,3.25
"1998-05-16",15.62,89.36,9.88,31.09,23.52,0.74,2.24
"1998-05-17",26.5,88.85,9.78,28.95,21.5,0.93,2.11
"1998-05-18",7.17,86.8,9.35,28.48,22.08,1.23,2.18
"1998-05-19",3.92,86.15,9.93,29.03,22.95,1.3,2.24
"1998-05-20",1.85,87.18,11.06,29.53,23.83,0.88,2.42
"1998-05-21",6.55,91.3,10.53,28.97,23.52,0.84,2.3
"1998-05-22",3.62,86.87,14.54,31,23.42,0.92,3.15
"1998-05-23",8.66,89.47,13.43,29.89,23.58,1.2,2.79
"1998-05-24",11.22,85.86,14.56,31.94,23.33,0.86,3.13
"1998-05-25",4.18,87.09,12.56,32.38,24.3,0.44,2.8
"1998-05-26",2.97,84.22,17.35,32.88,24.3,0.97,3.71
"1998-05-27",1.98,85.8,14.72,32.88,24.56,0.8,3.23
"1998-05-28",2.4,87.84,12.75,32.5,24.19,0.55,2.84
"1998-05-29",0.19,85.92,9.62,31.3,23.66,0.76,2.17
"1998-05-30",4.68,90.8,9.08,29.19,22.94,0.35,1.95
"1998-05-31",5.48,86.32,14.48,31.89,23.03,0.69,3.01
"1998-06-01",6.36,88.77,10.69,30.72,23.06,0.93,2.32
"1998-06-02",13.34,90.56,8.94,29.64,22.61,1.28,2
"1998-06-03",37.69,90.33,9.65,29.42,21.98,1,2.2
"1998-06-04",8.02,86.17,14.36,31.52,22,0.86,2.99
"1998-06-05",0.96,84.11,15.88,32.03,22.62,0.7,3.28
"1998-06-06",1.98,84.35,14.33,32.31,23.34,0.74,2.93
"1998-06-07",6.96,85.52,11.08,32.19,23.39,0.8,2.53
"1998-06-08",1.52,89.49,11.28,30.86,23.31,0.79,2.34
"1998-06-09",11.31,84.28,16.81,31.73,23.45,0.46,3.44
"1998-06-10",8.25,85.35,19.6,32.44,23.55,0.6,4.18
"1998-06-11",2.39,86.51,17.59,32.66,23.69,0.85,3.78
"1998-06-12",1.16,83.41,21.22,33.12,23.08,0.77,4.43
"1998-06-13",2.16,89.07,14.24,31.16,24.27,1.01,2.99
"1998-06-14",15.84,91.46,13.29,29.61,23.2,1.1,2.81
"1998-06-15",12.34,87.12,14.39,30.8,22.98,0.67,2.97
"1998-06-16",9.16,90.28,10.58,28.33,22.38,1.14,2.21
"1998-06-17",23.14,86.45,15.19,30.25,22.17,0.73,3.19
"1998-06-18",14.45,85.66,20.02,31.47,22.62,0.95,4.06
"1998-06-19",1.64,86.1,14.9,31.84,23.48,1.01,3.13
"1998-06-20",4.58,83.67,16,31.44,23.11,0.64,3.42
"1998-06-21",5.28,85.65,15.67,31.81,22.86,0.76,3.26
"1998-06-22",2.53,85.89,19.04,32.16,22.89,0.73,3.89
"1998-06-23",2.75,86.02,18.38,32.22,23.42,0.8,3.86
"1998-06-24",10,88.2,14.3,30.75,23.31,0.99,3.11
"1998-06-25",3.1,84.81,20.05,31.89,23.25,0.87,4.2
"1998-06-26",1.16,87.11,14.26,28.91,23.03,1.06,3.03
"1998-06-27",0.68,86.18,16.71,30.7,22.12,0.82,3.47
"1998-06-28",3.76,86.79,19.5,31.55,22.39,0.77,3.94
"1998-06-29",1.02,87.05,18.17,31.17,23.06,0.6,3.75
"1998-06-30",1,84.12,19.69,32.16,22.34,0.83,4.05
"1998-07-01",12.54,85.34,16.16,31.42,22.98,1.05,3.39
"1998-07-02",10.4,84.94,18.82,32.22,23.2,0.7,3.83
"1998-07-03",4.4,86.11,14.67,31.08,23.5,0.75,3.07
"1998-07-04",1.34,81.74,18.07,32.53,22.92,0.87,3.75
"1998-07-05",2.88,82.98,21.19,32.44,22.62,0.94,4.34
"1998-07-06",0.02,83.37,20.95,32.53,22.98,1.09,4.38
"1998-07-07",0,84.04,14.61,32.53,23.34,1,3.05
