"Data","Precipitacao","Umidade","Radiacao","Temperatura_Maxima","Temperatura_Minima","Velocidade_do_Vento","Evatotranspiracao"
"1999-08-18",0,74.14,21.37,31.3,19.33,0.87,4.23
"1999-08-19",0,80.28,16.61,32.12,20.2,0.6,3.42
"1999-08-20",1.86,80.76,16.64,33.22,21.86,0.81,3.7
"1999-08-21",2.92,77.43,16.81,32.78,22.22,0.71,3.81
"1999-08-22",2.48,81.34,18.2,33.31,22.61,0.93,4.01
"1999-08-23",2.3,81.72,19.17,33.47,22.3,0.78,4.16
"1999-08-24",0.61,75.71,18.62,34.19,22.81,0.74,3.84
"1999-08-25",0,76.1,17.88,34.25,23.16,0.91,3.96
"1999-08-26",0.08,76.3,19.63,33.62,23.14,0.98,4.47
"1999-08-27",0.27,76.63,14.45,33.91,23.25,1.29,3.42
"1999-08-28",3.43,77.83,21.22,34.84,22.08,0.71,4.33
"1999-08-29",1.22,81.79,16.24,35.12,22.98,0.72,3.57
"1999-08-30",0,79.49,17.43,33.94,23.03,0.99,4.03
"1999-08-31",1.57,78.61,15.82,33.91,22.95,0.62,3.38
"1999-09-01",0.64,78.25,21.76,34.38,23.33,0.73,4.68
"1999-09-02",2.13,78.36,18.28,33.88,23.11,0.74,3.9
"1999-09-03",1.29,83.85,15.31,33.28,22.64,0.52,3.12
"1999-09-04",5.71,78.28,17.53,34.16,22.31,0.83,3.91
"1999-09-05",1.36,77.38,16.74,34.81,22.94,1.17,3.83
"1999-09-06",6.99,82.01,16.9,32.78,23.86,0.92,3.53
"1999-09-07",2.52,78.11,20.86,34.38,23.12,0.74,4.41
"1999-09-08",0,74.74,23.31,35.88,23.45,0.93,5.11
"1999-09-09",0,75.85,22.06,35.88,23.61,0.96,5
"1999-09-10",0,84.15,14.24,32.56,23.77,1.4,3.13
"1999-09-11",7.97,80.8,19.97,34.06,22.5,1.09,4.28
"1999-09-12",5.69,90.23,9.69,28.41,22.25,0.81,2.09
"1999-09-13",14.62,86.19,13.74,31.67,21.53,0.94,2.97
"1999-09-14",8.39,78.84,19.81,33.44,22.47,1.18,4.32
"1999-09-15",0,78.03,21.61,34.97,22.84,0.97,4.7
"1999-09-16",0,81.94,18.32,34.72,22.48,1.9,4.3
"1999-09-17",3.61,86.29,12.89,31.11,22.11,1.42,3.03
"1999-09-18",16.94,83.96,20.4,33,22.38,0.7,4.44
"1999-09-19",0.03,81.68,15.67,33.59,22.66,0.64,3.11
"1999-09-20",1.25,83.29,14.95,31.58,23.47,1.05,3.38
"1999-09-21",4,78.12,22.64,34.72,23.03,0.88,4.87
"1999-09-22",0.03,81.4,17.33,34.25,23.41,1.07,3.87
"1999-09-23",0.82,80.51,15.13,32.19,22.8,0.96,3.18
"1999-09-24",4.39,89.67,12.55,33.5,22.66,0.93,2.69
"1999-09-25",8.59,82.61,17.59,32.66,22.42,0.76,3.93
"1999-09-26",9.53,86.77,11.76,29.08,22.66,0.9,2.56
"1999-09-27",21.36,80.53,20.2,32.5,22.36,0.9,4.26
"1999-09-28",2.03,85.1,12.52,31.67,22.42,0.7,2.58
"1999-09-29",0.47,81.05,19.09,33.66,22.94,1.1,4.23
"1999-09-30",1.24,89.26,12.1,28.88,22.08,1.25,2.56
"1999-10-01",9.08,84.77,12.2,31.58,21.58,0.49,2.54
"1999-10-02",2.13,78.92,24.89,33.47,21.58,0.73,5.13
"1999-10-03",2.67,76.11,22.25,34.38,22.77,0.84,4.63
"1999-10-04",0.48,80.39,15.83,32.12,22.88,1.68,3.82
"1999-10-05",9.95,83.06,15.12,29.77,22.45,1.3,3.24
"1999-10-06",1.09,78.94,18.8,32.28,21.69,0.85,3.95
"1999-10-07",19.41,83.77,18.29,32.22,21.73,0.99,4.03
"1999-10-08",4.64,77.55,21.55,33.72,22.16,0.82,4.6
"1999-10-09",5.23,82.78,12.55,31.47,22.17,1.36,2.75
"1999-10-10",8.14,75.54,20.18,34.47,22,1.07,4.56
"1999-10-11",4.61,81.47,16.78,33.91,22.58,0.6,3.49
"1999-10-12",0.25,79.67,12.71,33.16,22.94,0.78,2.91
"1999-10-13",0.83,81.94,15.97,33.38,22.67,1.15,3.52
"1999-10-14",1.59,83.04,14.42,32.75,22.22,0.81,3.18
"1999-10-15",12.14,89.58,9.95,27.95,21.27,1.19,2.17
"1999-10-16",9.94,82.69,19.18,33.22,20.61,0.6,3.95
"1999-10-17",0.32,78.02,20.76,33.62,21.67,0.48,4.07
"1999-10-18",0,80.63,20.21,34.5,22.59,0.64,4.35
"1999-10-19",1.64,79.55,20.18,34.38,23.17,1.04,4.32
"1999-10-20",6.96,81.27,17.89,33.91,22.67,0.67,3.94
"1999-10-21",0.23,81.91,18.42,34.44,22.81,0.6,3.77
"1999-10-22",2.08,79.62,16.89,35.16,23.08,1.1,3.57
"1999-10-23",0,77.39,20.36,34.12,23.41,0.99,4.43
"1999-10-24",1.52,77.72,20.35,34.56,22.75,0.81,4.36
"1999-10-25",0.84,72.91,21.13,35.44,23.55,0.61,4.78
"1999-10-26",0,70.98,24.24,36.06,22.55,0.99,5.34
"1999-10-27",0,73.52,20.09,36,23.56,0.88,4.27
"1999-10-28",0,72.8,18.59,35.88,24.77,1.01,4.33
"1999-10-29",1.62,79.29,12.51,35.03,24,1.29,3.34
"1999-10-30",1.93,79.79,14.27,34.06,22.97,0.82,2.96
"1999-10-31",4.45,80.34,13.47,34.22,23.2,0.99,3.03
"1999-11-01",5.45,86.5,11.97,29.98,22.31,0.65,2.31
"1999-11-02",1.5,77.71,23.79,34.12,23.06,1.37,5.2
"1999-11-03",0,79.42,21.12,34.47,23.31,1.09,4.58
"1999-11-04",0.61,73.16,20.42,34.19,23.94,1.42,4.44
"1999-11-05",3.53,76.34,14.04,34.53,23.36,1,3.33
"1999-11-06",0.3,81.09,16.22,34.91,23.58,0.84,3.59
"1999-11-07",6.43,90.14,10.9,28.94,23.19,0.57,2.21
"1999-11-08",2.76,87.14,14.4,32.72,23.62,1.02,3.25
"1999-11-09",0,75.82,23.76,34.38,23.84,1.01,5.33
"1999-11-10",0.83,79.48,19.83,34.38,22.56,1.45,4.53
"1999-11-11",3.26,89.36,9.37,28.78,21.69,1.11,2.14
"1999-11-12",1.81,81.04,17.25,32.97,21.34,0.83,3.82
"1999-11-13",0.3,85.53,11.84,30.52,22.34,0.96,2.58
"1999-11-14",16.95,86.57,14.98,31.58,22.33,0.81,3.27
"1999-11-15",11.41,83.23,20.26,33.44,22.62,0.62,4.3
"1999-11-16",2.05,76.81,22.14,34.78,23.33,1.01,4.77
"1999-11-17",2.3,77.41,20.2,35.09,23.28,1.1,4.31
"1999-11-18",1.66,79.08,24.15,35.09,23.41,1.31,5.36
"1999-11-19",1.89,79.51,16.12,32.88,23.42,1.15,4.01
"1999-11-20",0.02,81.62,17.3,34.34,22.77,0.59,3.49
"1999-11-21",0,79.19,22.89,34.34,23.08,1.12,4.98
"1999-11-22",1.89,80.42,20.72,35.16,22.97,1.64,4.92
"1999-11-23",37.72,89.22,9.29,28.81,22.03,1.28,2.14
"1999-11-24",1.12,80.24,14.75,32.75,21.45,0.76,3.45
"1999-11-25",0,81.6,17.98,32.38,21.67,1.2,3.9
"1999-11-26",0.57,77.43,21.79,34.53,22.89,1.1,4.84
"1999-11-27",0,77.81,21.4,34.41,22.92,0.74,4.86
"1999-11-28",0.1,82.54,11.01,32,23.06,0.82,2.45
"1999-11-29",1.27,78.44,18.93,33.56,22.22,0.99,4.21
"1999-11-30",1.77,82.36,17.21,33.31,22.17,0.84,3.98
"1999-12-01",6.94,85.28,14.22,33.22,22.77,0.67,3.29
"1999-12-02",1.07,84.08,15.09,32.84,22.45,0.72,3.21
"1999-12-03",0.2,86.63,14.19,32.03,23.22,0.9,3.09
"1999-12-04",4.68,88.93,12.41,31.58,22.84,0.87,2.71
"1999-12-05",17.08,82.3,17.94,32.94,22.66,1.15,4
"1999-12-06",0.43,87.65,12.96,31.61,23.17,0.96,2.75
"1999-12-07",12,82.83,17.61,33.41,23.03,0.88,4.07
"1999-12-08",1.44,83.27,18.06,33.88,22.94,0.77,4.15
"1999-12-09",2.86,80.98,15.16,32.44,23.08,0.9,3.49
"1999-12-10",0.61,79.54,13.92,33.28,23.23,0.75,2.88
"1999-12-11",3.21,82.04,20.55,33.66,23.27,0.88,4.64
"1999-12-12",0.36,76.37,19.96,34.53,23.02,0.59,4.57
"1999-12-13",5.87,78.91,20.54,34.75,23.02,0.64,4.59
"1999-12-14",0.99,78.42,21.59,35.22,23.64,1.11,5.06
"1999-12-15",2.26,81.76,12.97,34.09,23.09,0.59,2.92
"1999-12-16",5.14,81.28,19.27,33.84,22.69,1.03,4.45
"1999-12-17",2.03,79.17,16.82,33.69,23,0.85,3.98
"1999-12-18",1.26,83.12,11.2,32.91,23.06,0.65,2.41
"1999-12-19",6.7,85.64,13.02,34.53,23.39,0.52,2.97
"1999-12-20",9.67,93.88,10.1,27.3,22.98,0.77,2.05
"1999-12-21",15.38,89.67,10.81,29.78,22.89,0.67,2.33
"1999-12-22",6.62,89.66,10.39,29.55,22.67,1.02,2.39
"1999-12-23",7.11,86.64,10.35,30.22,22.64,0.64,2.27
"1999-12-24",22.25,86.67,12.74,30.09,22.08,1.01,2.77
"1999-12-25",6.5,84.3,12.52,32.09,23.02,0.97,2.9
"1999-12-26",0.58,83.21,16.66,33.25,22.95,0.74,3.77
"1999-12-27",11.4,83.23,9.53,28.55,21.7,0.87,2.26
"1999-12-28",16.2,80.1,18.01,32.91,21.05,0.72,3.79
"1999-12-29",0.77,75.8,22.46,34.53,22.03,0.78,5.07
"1999-12-30",0.72,76.66,19.64,34.44,23.39,1.08,4.56
"1999-12-31",0.6,89.22,10.48,30.55,23.5,1,2.35
"2000-01-01",21.5,87.65,12.76,30.02,22.48,0.93,2.75
"2000-01-02",4.54,87.82,9.95,28.78,22.38,0.97,2.19
"2000-01-03",5.05,84.06,12.23,30.58,22.66,0.68,2.59
"2000-01-04",0.76,82.61,14.96,31.5,22.08,0.76,3.02
"2000-01-05",4.45,84.45,10.38,29.16,21.55,1.11,2.36
"2000-01-06",12.48,84.07,12.45,32.22,21.89,1.02,2.82
"2000-01-07",3.51,81.49,14.82,31.67,22.28,0.74,3.12
"2000-01-08",0.88,78.16,17.1,33.12,22.52,0.91,3.76
"2000-01-09",0.78,88.17,12.9,31.77,22.84,0.79,3
"2000-01-10",3.25,82.24,18.33,33.25,21.98,0.92,4
"2000-01-11",3.39,82.09,14.68,32.97,23.16,0.9,3.54
"2000-01-12",6.78,90.27,13.77,30.62,22.39,0.73,3.19
"2000-01-13",41.59,83.42,15.06,31.48,22.19,0.92,3.28
"2000-01-14",27.27,83.33,14.44,31.03,22.75,1.06,3.44
"2000-01-15",1.64,86,13.62,30.72,22.44,0.57,3.05
"2000-01-16",8.69,88.23,13.37,30.34,22.23,0.61,2.81
"2000-01-17",4.53,86.82,12.45,30.19,22.03,0.98,2.69
"2000-01-18",6.62,85.7,12.5,30.16,21.55,0.89,2.93
"2000-01-19",3.45,84.27,13.98,31.12,21.39,0.67,2.89
"2000-01-20",4.69,87.56,14.59,29.12,21.5,1.1,3.15
"2000-01-21",6.76,81.8,19.48,33.44,21,0.58,4.06
"2000-01-22",8.05,87.01,11.15,28.7,21.89,0.53,2.32
"2000-01-23",3.01,85.19,14.28,31.53,22.36,0.97,3.04
"2000-01-24",5.92,87.57,13.89,31.78,22.58,0.84,3.02
"2000-01-25",5.11,84.82,13.81,30.31,22.41,0.7,2.98
"2000-01-26",1.94,81.08,17.11,31.94,22.59,1.13,3.86
"2000-01-27",3.43,82.49,18.07,32.81,22.69,1,3.86
"2000-01-28",3.27,83.14,19.63,33.78,22.38,0.74,4.51
"2000-01-29",14.23,88.46,11.16,29.47,21.34,0.96,2.39
"2000-01-30",18.33,90.99,11.4,26.41,21.34,0.61,2.23
"2000-01-31",13.75,84.46,15.24,31.86,21.45,0.79,3.27
"2000-02-01",9.05,91.12,15.99,31.56,21.48,0.43,3.21
"2000-02-02",10.29,89.08,15.31,30.53,22.22,1.03,3.17
"2000-02-03",14.39,87.13,15.15,32.16,22,0.95,3.37
"2000-02-04",12.07,90.61,10.42,27.75,22.36,1.01,2.32
"2000-02-05",43.12,88.25,10.58,28.69,21.56,0.53,2.31
"2000-02-06",7.86,86.17,10.27,29.7,21.92,0.86,2.22
"2000-02-07",3.2,81.5,13.16,32.16,22.66,0.76,3.09
"2000-02-08",0.57,82.72,12.41,31.97,22.83,0.5,2.64
"2000-02-09",0.21,77.51,14,31.75,23.09,1.04,3.02
"2000-02-10",1.26,79.55,17.57,32.78,23.23,1.33,3.69
"2000-02-11",0.16,81.51,16.26,32.72,22.98,1.29,3.56
"2000-02-12",15.47,87.23,11.17,28.09,22.92,1.76,2.41
"2000-02-13",3.55,83.49,11.27,28.72,22.67,1.51,2.78
"2000-02-14",1.48,80.35,14.31,30.89,21.98,1.04,3.09
"2000-02-15",4.86,81.18,18.09,32.5,22.12,0.59,4.09
"2000-02-16",26.12,87.9,10.43,28.25,21.73,0.92,2.26
"2000-02-17",26.8,83.75,14.25,32,21.45,0.61,2.89
"2000-02-18",0.57,83.63,16.66,31.59,22.16,1.07,3.73
"2000-02-19",3.02,84.78,14.5,30.08,21.42,1.19,3.07
"2000-02-20",2.64,82.47,21.69,32.5,21.19,0.74,4.66
"2000-02-21",20.09,93.85,10.79,27.92,20.81,1.06,2.18
"2000-02-22",15.12,83.86,15.77,31.48,21.45,0.78,3.42
"2000-02-23",0.71,87.4,12.67,28.25,22.42,0.95,2.68
"2000-02-24",8.32,84.69,17.25,31.69,21.69,0.98,3.52
"2000-02-25",4.94,83.75,15.64,32.66,22.03,0.58,3.31
"2000-02-26",3.33,88.27,12.25,28.23,22.08,0.65,2.39
"2000-02-27",14.38,85.05,16.98,33.34,22.23,0.68,3.58
"2000-02-28",3.62,83.26,13.7,32.53,22.98,1.2,3.11
"2000-02-29",18.03,86.27,13.45,30.97,21.86,0.64,2.81
"2000-03-01",4.87,83.59,16.71,32.31,22.27,0.81,3.49
"2000-03-02",14.39,82.61,16.58,32.62,22.36,0.99,3.66
"2000-03-03",20.55,88.4,11.57,28.02,21.86,1.03,2.61
"2000-03-04",22.75,90.76,10.29,26.02,21.89,1.28,2.17
"2000-03-05",10.73,83.89,15.32,31.2,22.03,0.81,3.08
"2000-03-06",4.65,85.09,14.64,32.03,21.98,0.7,3.34
"2000-03-07",19.89,89.1,12.88,30.31,22.64,0.69,2.87
"2000-03-08",20.42,91.37,9.87,26.75,22.23,0.98,2.17
"2000-03-09",8.88,82.18,20.02,32.56,21.69,1.05,4.08
"2000-03-10",3.31,79.64,21.1,32.97,22.5,1.23,4.72
"2000-03-11",13.24,91.6,10.57,29.05,21.58,0.84,2.23
"2000-03-12",22.78,88.66,12.01,28.69,21.48,0.89,2.57
"2000-03-13",5.57,79.68,15.46,31.38,21.83,0.9,3.12
"2000-03-14",4.85,83.12,12.16,31.38,21.98,0.94,2.73
"2000-03-15",5.4,84.61,14.62,31.06,22.77,1.3,3.16
"2000-03-16",1.87,90.28,10.54,29.44,22.56,1,2.34
"2000-03-17",10.67,91.06,10.16,26.16,22.36,1.07,2.13
"2000-03-18",9.69,86.56,11.58,31.17,21.78,0.74,2.56
"2000-03-19",17.45,89.59,11.4,28.8,22.02,0.83,2.38
"2000-03-20",6.14,81.17,17.23,32.59,22.16,1.1,4.01
"2000-03-21",3.88,81.33,19.24,32.75,21.98,0.7,4.03
"2000-03-22",22.59,89.63,10.04,29.89,21.58,1.08,2.22
"2000-03-23",5.75,81.93,15.02,32.16,21.17,0.56,3.26
"2000-03-24",12.22,88.71,11.13,28.81,22.34,0.92,2.45
"2000-03-25",9.55,86.64,15.27,33.09,21.36,1.01,3.41
"2000-03-26",6.05,83.1,13.92,32.72,21.61,1.43,3.13
"2000-03-27",20.17,90.08,9.59,26.5,21.95,1.06,2.13
"2000-03-28",22.59,84.09,13.49,29.67,21.48,0.99,2.81
"2000-03-29",0.23,83.24,15.88,33.28,21.53,0.5,3.14
"2000-03-30",4.09,87.3,10.57,32.69,22.3,0.48,2.48
"2000-03-31",4.05,86.67,12.37,33.06,22.03,1.03,2.61
"2000-04-01",15.02,88.16,10.33,28.31,21.69,1.01,2.29
"2000-04-02",3.98,88.87,12.45,29.59,21.36,0.69,2.53
"2000-04-03",5.55,85.16,16.94,32.06,21.64,0.79,3.62
"2000-04-04",16.61,86.28,11.43,30.41,22.23,0.76,2.55
"2000-04-05",8.96,88.43,12.97,30.27,22.19,0.77,2.82
"2000-04-06",7.5,85.48,12.33,32.25,22.02,0.68,2.63
"2000-04-07",0.83,83.51,18.82,33.06,22.33,0.87,3.92
"2000-04-08",3.54,86.01,11.03,31.61,21.73,1,2.56
"2000-04-09",8.99,83.45,13.75,33.28,21.41,0.8,2.65
"2000-04-10",6.74,85.62,12.03,31.7,22.44,1.04,2.77
"2000-04-11",8.11,92.43,10.44,27.23,21.8,0.7,2.06
"2000-04-12",7.96,85.87,12.29,31.52,21.95,0.88,2.65
"2000-04-13",13.37,92.33,9.18,25.8,21.17,0.94,1.98
"2000-04-14",18.27,83.22,16.19,32.16,21.31,0.7,3.36
"2000-04-15",22.77,85.3,13.49,31.66,21.58,0.94,3.07
"2000-04-16",31.23,88.6,10.87,28.89,22.17,1.04,2.39
"2000-04-17",9.84,81.49,12.97,32.28,21.52,0.58,2.58
"2000-04-18",6.43,85.29,11.89,32.47,22.19,1.07,2.51
"2000-04-19",6.26,93.4,9.77,26.28,21.73,0.78,2.07
"2000-04-20",50.53,86.7,11.72,32.09,21.58,0.61,2.37
"2000-04-21",0.85,83.71,12.54,33.31,22.42,1.14,2.65
"2000-04-22",9.69,87.3,11.22,30.36,22.3,1.08,2.49
"2000-04-23",16.19,92.71,11.65,29.02,21.41,0.81,2.23
"2000-04-24",17.86,83.2,16.66,32.38,21.39,0.64,3.45
"2000-04-25",16.91,87.85,13.25,31.41,22.02,0.71,2.75
"2000-04-26",24.48,92.45,8.82,27.78,21.58,1.02,1.98
"2000-04-27",12.55,85.02,14.56,31.45,21.2,0.62,3.01
"2000-04-28",13.16,87.55,11.94,29.64,22.08,0.97,2.51
"2000-04-29",17.91,89.28,11.82,28.72,22,0.84,2.24
"2000-04-30",2.42,85.9,15.12,32.34,21.62,0.42,3.07
"2000-05-01",5.04,85.48,14.75,32.06,22.2,1.48,3.25
"2000-05-02",4.77,81.98,20.54,33.06,22.53,1.12,4.31
"2000-05-03",0.83,83.56,16.14,32.72,22.62,0.86,3.46
"2000-05-04",4.86,80.63,19.84,34.03,22.64,0.82,4.24
"2000-05-05",15.8,89.25,9.01,30.55,22.64,0.89,2.1
"2000-05-06",22.69,91.25,10.01,27.83,21.95,0.91,2.17
"2000-05-07",17.17,89.47,9.57,28.66,22.06,0.47,2.06
"2000-05-08",25.48,87.54,15.6,31.83,21.89,0.63,3.19
"2000-05-09",12.11,84.54,15.06,30.69,22.42,0.81,3.35
"2000-05-10",0.14,84.41,16.53,33.16,22.5,0.7,3.52
"2000-05-11",12.38,83.37,18.08,32.03,22.48,0.62,3.84
"2000-05-12",3.54,88.82,9.42,28.58,22.64,1.41,2.03
"2000-05-13",2.11,90.22,12.35,30.91,22.23,0.7,2.67
"2000-05-14",9.71,83.35,20.16,31.77,21.69,0.67,4.07
"2000-05-15",1.98,87.15,14.05,32.12,22.56,0.79,3.05
"2000-05-16",5.91,87.75,11.92,30.95,22.5,0.92,2.71
"2000-05-17",11,90.38,8.17,27.31,22.5,0.94,1.79
"2000-05-18",8.78,83.24,18.59,32.16,22.34,0.77,3.86
"2000-05-19",17.89,87.7,9.43,28.89,22.88,0.73,2.07
"2000-05-20",16.84,92.56,8.56,27.31,22.44,0.59,1.87
"2000-05-21",10.55,87.72,9.76,31.34,22.56,0.88,2.14
"2000-05-22",5.44,83.96,12.46,31.69,22.67,0.77,2.66
"2000-05-23",12.11,82.6,16.1,29.67,22.5,0.99,3.48
"2000-05-24",2.34,87.11,14.36,32.69,22.86,1.19,3.28
"2000-05-25",7.24,85.99,17.82,32.47,21.38,0.45,3.69
"2000-05-26",0.63,82.55,19.26,32.72,22.45,0.55,4.01
"2000-05-27",3.1,85.48,11.67,32,22.3,0.66,2.6
"2000-05-28",0.47,84.12,12.89,31.92,22.36,0.77,2.69
"2000-05-29",5,86.98,12.32,31.67,22.55,0.96,2.72
"2000-05-30",8.53,86.3,18.33,31.38,21.88,0.65,3.8
"2000-05-31",0.97,80.04,18.39,32.94,22.86,0.84,3.93
"2000-06-01",13.71,86.25,12.24,31.81,22.38,0.82,2.74
"2000-06-02",12.15,87.46,14.46,31.44,21.83,0.84,3.13
"2000-06-03",6.14,80.22,19.37,32.44,21.86,0.91,3.98
"2000-06-04",0.59,86.84,14.6,32.16,21.83,0.8,3.05
"2000-06-05",4.35,81.93,20.41,32.16,22.27,0.78,4.22
"2000-06-06",3.18,81.55,16.42,31.56,22.53,0.97,3.63
"2000-06-07",1.07,78.68,20.78,32.34,21.91,0.73,4.21
"2000-06-08",2.46,79.04,18.7,33.03,21.53,0.81,3.92
"2000-06-09",2.43,78.54,19.52,33.75,22.17,1.04,4.21
"2000-06-10",0.17,80.46,18.71,33.47,22.16,1,4.14
"2000-06-11",5.54,78.09,16.79,32.75,22.81,1.14,3.78
"2000-06-12",3.84,83.93,13.94,32.06,22.47,0.72,3.05
"2000-06-13",2.95,80.58,18.42,32.84,21.72,0.68,3.84
"2000-06-14",4.9,85.41,12.59,32.41,22.66,1.27,2.9
"2000-06-15",7.83,86.4,13.38,31.89,22.11,0.87,2.9
"2000-06-16",7.66,84.04,17.45,32.28,21.86,1.17,3.83
"2000-06-17",2.52,81.34,15.77,31.8,22.53,1.15,3.44
"2000-06-18",3.59,83.2,16.04,32.41,22.25,1.06,3.53
"2000-06-19",10.78,85.71,12.2,29.81,22,1.13,2.7
"2000-06-20",4.45,83.81,13,31.61,21.53,0.84,2.73
"2000-06-21",9.02,86.1,16.18,31.41,22.34,0.92,3.31
"2000-06-22",4.27,87.75,11.91,29.08,22.52,1.1,2.6
"2000-06-23",5.15,86.85,12.28,31.5,22.09,1.05,2.74
"2000-06-24",5.34,84.42,17.29,31.95,22.08,0.55,3.58
"2000-06-25",2.5,84.62,16.2,32.06,21.72,1.09,3.43
"2000-06-26",5.05,81.87,18.08,32.34,21.52,0.75,3.73
"2000-06-27",1.06,80.67,20.5,32.44,21.59,0.82,4.14
"2000-06-28",0.37,80.42,18.76,32.66,22.02,0.76,3.84
"2000-06-29",4.84,83.56,17.75,32.44,22.27,1.08,3.68
"2000-06-30",2.62,82.04,18.63,32.62,21.92,1.14,3.91
"2000-07-01",5.85,80.83,16.45,32.44,22.97,0.84,3.66
"2000-07-02",0,79.55,20.22,33.19,22.11,0.71,4.15
"2000-07-03",3.54,82.6,14.57,32.41,22.75,1.15,3.35
"2000-07-04",2.47,87.06,9.8,29.14,21.75,0.64,2.08
"2000-07-05",2.87,87.08,14.57,30.48,21.95,0.77,2.98
"2000-07-06",9.12,86.55,13.54,32.06,21.95,0.79,2.87
"2000-07-07",7.88,84.1,16.07,31.22,21.55,0.63,3.18
"2000-07-08",7.42,87.49,14.28,31.66,21.81,0.53,2.91
"2000-07-09",13.44,86.43,15.37,31.11,21.95,0.82,3.25
"2000-07-10",9.2,85.29,19.5,32.84,21.72,0.67,4.02
"2000-07-11",2.79,88.96,11.83,31.22,21.67,1.1,2.59
"2000-07-12",0.55,85.96,13.54,31.33,22.27,1.02,3
"2000-07-13",8.05,87.66,10.05,26.28,19.23,1.54,2.09
"2000-07-14",0.18,82.88,11.15,28.38,19.72,1.27,2.49
"2000-07-15",5.26,86.85,10.8,26.91,20.19,1.6,2.28
"2000-07-16",3.22,85.4,19.37,31.19,20.69,1.16,3.87
"2000-07-17",2.15,86.34,11.36,30.72,21.88,0.53,2.38
"2000-07-18",0.47,86.64,14.77,31.77,21.39,0.82,3.09
"2000-07-19",3.81,87.67,15.44,32.16,21.92,1.01,3.28
"2000-07-20",3.1,87.58,17.72,30.89,21.59,1.31,3.58
"2000-07-21",0,83.23,21.5,32.41,21.17,0.88,4.32
"2000-07-22",0.76,86.65,18.41,33.34,21.56,0.76,3.76
"2000-07-23",0.04,83.82,21.86,33.34,20.88,0.71,4.41
"2000-07-24",6.64,84.29,15.3,31.09,21.5,1,3.21
"2000-07-25",3.35,84.36,19.47,31.84,21.81,0.98,3.93
"2000-07-26",4.3,86.34,18.34,31.42,22.02,0.71,3.82
"2000-07-27",0.49,86.68,18.63,32.5,21.64,0.73,3.85
"2000-07-28",0.08,85.19,22.33,33.59,21.2,0.81,4.55
"2000-07-29",4.39,83.8,20.74,34.38,21.16,0.96,4.29
"2000-07-30",2.25,85.85,17.2,33.34,21.89,0.78,3.72
"2000-07-31",10.8,90.89,7.89,30.05,20.25,0.66,1.74
"2000-08-01",14.71,81.85,20.42,32.56,20.73,0.78,4.08
"2000-08-02",0,82.64,19.08,33.06,21.11,0.85,3.88
"2000-08-03",0.12,84.41,20.79,33.25,22.06,0.86,4.41
"2000-08-04",0,82.18,20.68,33.41,23.27,1.14,4.39
"2000-08-05",0.1,83.32,18.07,32.94,22.7,0.9,3.81
"2000-08-06",3.87,79.94,19.5,33.38,22.16,0.66,4.1
"2000-08-07",8.67,88.4,9.61,28.5,21.53,0.76,2.1
"2000-08-08",11.38,85.82,17.91,32.22,20.77,0.7,3.71
"2000-08-09",0.76,81.73,22.71,32.88,22.34,1.4,4.81
"2000-08-10",1.64,82.61,21.26,33.62,21.81,1.12,4.48
"2000-08-11",2.21,79.21,23.11,33.28,22.12,0.63,4.63
"2000-08-12",1.39,80.39,22.88,31.77,21.86,1.14,4.73
"2000-08-13",6.64,85.96,14.38,28.59,21.14,1.09,2.92
"2000-08-14",0.32,85.59,14.56,30.81,21.61,0.76,3.05
"2000-08-15",0.1,85.73,14.99,30.95,21.75,0.86,3.05
"2000-08-16",0.41,82.2,22.65,33.09,21.8,0.72,4.69
"2000-08-17",0.08,78.62,22.35,33.53,22.33,0.67,4.74
"2000-08-18",0.16,77.35,22.63,33.97,22.84,0.94,4.88
"2000-08-19",5.36,80.69,17.34,32.56,23.06,0.91,3.69
"2000-08-20",9.19,86.38,11.46,30.86,22.47,0.72,2.54
"2000-08-21",9.48,82.79,23.27,33.38,22.14,0.8,4.81
"2000-08-22",0.82,90.3,10.41,30.08,22.88,0.69,2.25
"2000-08-23",3.63,82.85,21.28,33.44,22.73,0.87,4.55
"2000-08-24",4.05,79.6,21.07,33.5,22.98,0.9,4.6
"2000-08-25",1.25,80.47,23.63,34.12,22.53,1.19,5
"2000-08-26",0.58,82.57,15.11,31.97,23.31,0.85,3.32
"2000-08-27",7.55,78.51,23.58,34.09,22,0.78,4.86
"2000-08-28",0.03,77.11,23.37,34.25,22.72,0.78,4.86
"2000-08-29",0,76.28,23.09,34.81,23.2,0.74,4.94
"2000-08-30",0,75.58,24.03,34.78,22.94,0.98,5.21
"2000-08-31",0,74.09,22.99,34.97,22.75,0.85,5.16
"2000-09-01",0,75.85,20.25,34,23.67,0.93,4.47
"2000-09-02",2.66,78,19,33.69,23.17,1.13,4.32
"2000-09-03",0.88,76.96,23,34.25,22.73,0.9,4.95
"2000-09-04",5.64,79.46,24.33,35,22.69,0.84,5.24
"2000-09-05",0.26,79.52,21.35,35.5,23.48,1.01,4.81
"2000-09-06",13.84,89.4,9.15,28.11,21.59,0.97,2.04
"2000-09-07",1.73,84.62,21.61,31.84,21.25,0.89,4.47
"2000-09-08",0,82.97,21.07,34.41,22.59,1.18,4.62
"2000-09-09",0.41,79.28,24.33,35.22,22.59,0.92,5.34
"2000-09-10",0,78.24,19.94,34.88,23.27,1.26,4.49
